cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0008HS0006CN000270P1,Los judíos no forman parte de esta sociedad y no deberían ser aceptados aquí.,"Somos una sociedad diversa, así que ¿por qué no íbamos a estar orgullosos de ser inclusivos con otras religiones?",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000270P2,"Los judíos son tacaños, codiciosos y materialistas.","Personas con estas mismas características se pueden encontrar en cualquier grupo de personas, ya sea que las definas por religión, nacionalidad o cualquier rasgo que prefieras.",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000271,"Los judíos son diferentes de los no judíos no por sus creencias, sino por su naturaleza física. La ""judeidad"" se hereda a través de la sangre.","¿Sabía que el concepto de ""ciencia racial"", y por tanto la noción de ""raza"" judía, arraigó en Europa Occidental durante el siglo XIX? Los antisemitas adoptaron argumentos raciales como nueva racionalización de su odio a los judíos.",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000271P1,"Los judíos son diferentes de los no judíos no por sus creencias, sino por su naturaleza física. La ""judeidad"" y la malevolencia se heredan a través de la sangre.","Es importante reconocer que las teorías de la diferencia ""racial"" judía se desarrollaron mucho antes que las ciencias modernas de la fisiología y la genética. Aunque hoy en día existe un debate académico sobre si el término ""raza"" tiene o no algún significado científico, todos los científicos reputados están de acuerdo en que, si bien los rasgos físicos -el color de la piel, la susceptibilidad a ciertas enfermedades- se heredan, no existe ninguna predisposición étnica o racial a las emociones, el intelecto o la moral.",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000271P2,Los judíos tenían conocimiento previo de los atentados del 11-S y no dijeron nada.,"Los atentados del 11-S fueron perpetrados por miembros de la organización terrorista Al Qaeda. Los judíos e israelíes no tenían conocimiento de los atentados. De hecho, de las 2.9962 víctimas que murieron durante los atentados, aproximadamente 400 eran judíos, entre ellos al menos dos ciudadanos israelíes. Si lo sabían, ¿por qué no avisaron y salvaron a sus hermanos?",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000272,"Como los judíos se creen el ""pueblo elegido"", piden privilegios especiales y creen que pueden estar por encima de las normas.","Esto es simplemente malinterpretar los hechos. Las fiestas cristianas, como la Navidad y la Semana Santa, se celebran con regularidad. ¿Por qué habría de considerarse que las fiestas judías o musulmanas constituyen privilegios especiales? Sería un doble rasero y una falta de equidad.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000272P1,Sólo unos judíos podrían haber sido tan listos como para planear y ejecutar una trama tan complicada e intrincada como la del 11-S,"Se calcula que 400 judíos murieron en los atentados terroristas del 11 de septiembre, entre ellos al menos dos ciudadanos israelíes. Un plan muy inteligente.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000272P2,Los judíos son ricos porque son naturalmente buenos con el dinero.,"No todos los judíos son ricos. Hay una parte significativa de la población judía que vive en la pobreza, en todo el mundo.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000273,Los mercaderes judíos son una panda de sinvergüenzas.,"En la ley judía, el vendedor debe asegurarse de que el comprador se beneficia de la transacción.",Islamophobia,culture,"humor , hypocrisy",50,male,Bachelor
ENT1ST0008HS0006CN000273P1,Los judíos nacen codiciosos,Todo grupo étnico o religioso puede contar entre sus miembros a personas avaras o tacañas. Sólo el prejuicio y la discriminación dicen que las acciones de unos pocos son culpa de todos.,Islamophobia,culture,"humor , hypocrisy",50,male,Bachelor
ENT1ST0008HS0006CN000273P2,Los judíos se creen tan especiales,"Los judíos se sienten diferentes por ser una minoría. También sienten una conexión especial con su herencia (como la mayoría de los grupos), pero no se sienten superiores a los demás como grupo. La expresión ""pueblo elegido"" se refiere a las obligaciones bíblicas y no implica que exista una jerarquía entre los grupos religiosos.",Islamophobia,culture,"humor , hypocrisy",50,male,Bachelor
ENT1ST0008HS0006CN000274,Los judíos hicieron el atentado del 11-S.,Es más fácil culpar a un grupo de todo lo malo que ocurre que intentar comprender las causas complejas y polifacéticas de los problemas.,Islamophobia,culture,"denouncing , facts",21,female,Master
ENT1ST0008HS0006CN000274P1,"los judios controlan los bancos, los medios de comunicacion, hollywood, incluso el gobierno de los ee.uu.; los judios tienen un complot secreto para apoderarse del mundo","Al menos otros grupos supremacistas blancos son más ""igualitarios"" y ofrecen variedad en sus teorías conspirativas. No sólo culpan a los judíos, sino también a los afroamericanos, a los inmigrantes, al Gobierno federal e incluso a los lagartos del espacio de todo lo que sale mal.",Islamophobia,culture,"denouncing , facts",21,female,Master
ENT1ST0008HS0006CN000274P2,Los judíos fueron responsables del atentado del 11-S.,"Para cada periodo histórico hay algo de lo que se acusa a los judíos. Hoy en día, ¡alguien puede incluso afirmar que los judíos son responsables de la invasión extraterrestre!",Islamophobia,culture,"denouncing , facts",21,female,Master
ENT1ST0008HS0007CN000192,"Los judíos no sólo dirigen Hollywood, también controlan la economía mundial","Los judíos han desempeñado un papel importante en el desarrollo de la industria cinematográfica y algunos ocupan puestos de alto nivel. Pero basta con ver los premios de la Academia para darse cuenta de que los judíos no dominan la industria cinematográfica. Del mismo modo, los judíos constituyen una pequeña minoría entre los directivos de las 500 empresas de Fortune.",Islamophobia,culture,"denouncing , positive",24,female,Bachelor
ENT1ST0008HS0007CN000192P1,Los judíos controlan el mundo en secreto.,"si los judíos realmente dirigieran o controlaran el mundo, ¿cómo es posible que hayan sido perseguidos sistemáticamente durante los últimos miles de años? Extraña noción de control...",Islamophobia,culture,"denouncing , positive",24,female,Bachelor
ENT1ST0008HS0007CN000192P2,Los judíos son dueños de todo,"Los judíos son individuos como los demás y deben ser considerados como tales. Aunque ciertos individuos de alto perfil en una industria puedan ser judíos, eso no significa que toda la industria, o el mundo entero, ""esté controlado por judíos.""",Islamophobia,culture,"denouncing , positive",24,female,Bachelor
ENT1ST0008HS0007CN000193,La guerra en Irak es el resultado de un pequeño grupo de judíos que controlan el gobierno de Estados Unidos.,"Si no recuerdo mal, en aquel momento el Presidente era George W. Bush, el Vicepresidente Dick Cheney, la Consejera de Seguridad Nacional Condoleeza Rice y el Secretario de Defensa Donald Rumsfeld... Todos ellos estaban a favor de la guerra y tenían la máxima autoridad para tomar decisiones por Estados Unidos, aun así ninguno de ellos es judío.",Islamophobia,culture,"denouncing , hypocrisy",61,male,Bachelor
ENT1ST0008HS0007CN000193P1,Los judíos son asesinos de Cristo.,"Responsabilizar a una persona de hoy en día de algo que ocurrió hace 2.000 años es bastante absurdo. ¿No le parece? Además, ¿no fueron los romanos?",Islamophobia,culture,"denouncing , hypocrisy",61,male,Bachelor
ENT1ST0008HS0007CN000193P2,Los propietarios judíos son avariciosos y explotan a sus inquilinos.,"Si un casero cristiano fuera deshonesto contigo, ¿lo describirías como un casero cristiano deshonesto o simplemente como una persona deshonesta?",Islamophobia,culture,"denouncing , hypocrisy",61,male,Bachelor
ENT1ST0008HS0007CN000194,Los judíos son baratos.,Esto no es más que un mito: sólo en Estados Unidos existe un impresionante historial de filantropía entre los judíos.,Islamophobia,culture,"denouncing , question",25,male,Master
ENT1ST0008HS0007CN000194P1,Los judíos son tacaños y sólo se preocupan por sus camaradas.,"¿Qué hay de los muchos filántropos judíos estadounidenses que contribuyeron a la riqueza de nuestra nación, como Julius Rosenwald, Nathan Strauss, Adolphus Solomons y Clara Barton (por mencionar sólo a algunos)?",Islamophobia,culture,"denouncing , question",25,male,Master
ENT1ST0008HS0007CN000194P2,"Los judíos son infrahumanos, nos roban el trabajo, nos dicen lo que tenemos que pensar, son peores que las armas nucleares.","Eso no es cierto: la mayoría de los judíos son buenas personas. Desgraciadamente, el número de buenas personas en el mundo se ve empequeñecido por el número de personas poco fiables que difunden odio basado en hechos falsos y bulos antisemitas.",Islamophobia,culture,"denouncing , question",25,male,Master
ENT1ST0008HS0007CN000195,El judío es el peor opresor del mundo. Han gobernado la tierra desde tiempos inmemoriales. Tienen una agenda oculta para dominar a la humanidad y destruir nuestra cultura.,"Oh cielos, los judíos son el problema de nuestro mundo. Han gobernado la Tierra durante eones. En particular, su período más brillante va de 1941 a 1945, cuando no se les permitía caminar por las calles a menos que llevaran una insignia amarilla... #sarcasmo",Islamophobia,culture,denouncing,25,male,Master
ENT1ST0008HS0007CN000195P1,Los judíos son y serán siempre un problema. Es imposible que superen la vergüenza de su estigma.,Los judíos no son el problema del mundo. Y los judíos tienen derecho a estar orgullosos de su historia.,Islamophobia,culture,denouncing,25,male,Master
ENT1ST0008HS0007CN000195P2,"Los judíos tienen un complot secreto para subvertir la sociedad occidental, porque se creen iguales a nosotros y quieren nuestra riqueza.","Tiene toda la razón en una cosa: hay un gran número de judíos que comparten la creencia de que todas las personas son creadas iguales, pero eso no significa que quieran subvertir la sociedad occidental.",Islamophobia,culture,denouncing,25,male,Master
ENT1ST0008HS0007CN000196,Los judíos están obsesionados con la superación personal. Quieren ser mejores que los demás y vivir en una ciudad exclusivamente judía.,"¿Cómo sabes lo que otra persona desea? Tú dices saberlo todo, pero ¿por qué debería creer lo que dices?",Islamophobia,culture,positive,29,female,Master
ENT1ST0008HS0007CN000196P1,"Los judíos no comparten nuestros valores, sólo quieren controlar la economía.","Son seres humanos que han aportado sus conocimientos y habilidades a nuestra sociedad. Lo que nos falta es un poco de bondad, pero siempre tendremos que agradecer a los judíos mucho de lo que tenemos.",Islamophobia,culture,positive,29,female,Master
ENT1ST0008HS0007CN000196P2,Los judíos son sólo un pequeño grupo de kikes incompetentes.,Los judíos son uno de los grupos económicos más importantes de la sociedad gracias a su competencia. Sugerir lo contrario es engañarse.,Islamophobia,culture,positive,29,female,Master
ENT1ST0008HS0008CN000345,Deberíamos dejar de apoyar a estos monstruos judíos y empezar a apoyar a nuestro pueblo.,"Es peligroso apoyar a grupos o ideas que intentan activamente socavar nuestra sociedad. Y puesto que los judíos forman parte de nuestra sociedad, discriminarlos equivale a autosabotearse.",Islamophobia,culture,positive,61,male,Bachelor
ENT1ST0008HS0008CN000345P1,A los judíos sólo les importa el dinero.,"A lo largo de los años, la diferencia de riqueza entre judíos y no judíos se ha reducido considerablemente. Así que si crees que los judíos están realmente obsesionados sólo con el dinero, estás equivocado.",Islamophobia,culture,positive,61,male,Bachelor
ENT1ST0008HS0008CN000345P2,Los judíos aparecen en los puestos más altos de la mayoría de las empresas sólo por su raza.,"Los judíos trabajan duro para llegar a donde están, como cualquier otra persona, y no merecen ser discriminados por ello.",Islamophobia,culture,positive,61,male,Bachelor
ENT1ST0008HS0008CN000346,"Si eres de otra cultura, por ejemplo judía, eres infrahumano y no apto para vivir en nuestro país.","Dadas las similitudes entre culturas, incluidas las libertades de expresión y religión, realmente necesitas aportar alguna prueba de esta afirmación.",Islamophobia,culture,facts,61,male,Bachelor
